IDP_Agreed_Upon,acq_wf,age,age_bucket,age_delta,availability,career_segment,clearance_level,competency_id,competency_name,devcom_center,development_level,domain,first_name,focus,frequency,full_name,gender,govt_svc,high_edu_achieved,id,last_name,new_acq_wf,num_competencies,num_projects,personnel_type,phone,race,real_email,ret_age,specialization,state,utilization,years_to_retire_age,yrs_to_retire_bucket
TRUE,TRUE,59,50-59,37,,,Secret,43,Protection Sciences,ARL,5 - Management,Foundational Research,Elke,Scientists Engineers and Analysts (SEA),4,Elke Hatliffe,Male,18.293061,Masters,7792,Hatliffe,TRUE,4,3,Civilian,162-791-1596,White,Elke.Hatliffe8@mail.mil,62,Physical Science,MD,100,3,0-5
TRUE,FALSE,26,20-29,4,,Chem-Bio,Secret,20,CB Agent Handling & Surety,CBC,1 - Junior,Science & Technology,Matilda,Scientists Engineers and Analysts (SEA),1,Matilda Swigg,Female,0.163269,Associates,7793,Swigg,FALSE,1,1,Civilian,936-537-7772,White,Matilda.Swigg8@mail.mil,50.836731,Electronics Engineering,MD,100,25,20-25
TRUE,FALSE,56,50-59,34,,Armaments,None,9,Materials & Structures,AC,4 - Senior Technical Expert,Science & Technology,Simone,Scientists Engineers and Analysts (SEA),5,Simone Scrase,Female,11.388447,Masters,7794,Scrase,TRUE,5,2,Civilian,,White,Simone.Scrase10@mail.mil,62,General Engineering,NJ,100,6,05-10
TRUE,,21,20-29,-1,,C5ISR,None,12,Cyber,C5ISR,2 - Mid,Science & Technology,Alissa,,2,Alissa Paty,Female,,Bachelors,7795,Paty,FALSE,2,1,Contractor,666-791-0370,Non-White,Alissa.Paty.ctr@mail.mil,46,,MD,100,25,20-25
TRUE,TRUE,43,40-49,21,,,None,40,Electronics Warfare (EW) Threat Defense,DAC,1 - Junior,Data & Analysis,Kesley,Scientists Engineers and Analysts (SEA),1,Kesley Corbridge,Male,8.601118,Bachelors,7796,Corbridge,TRUE,1,2,Civilian,462-429-8535,Non-White,Kesley.Corbridge6@mail.mil,59.398882,General Engineering,MD,100,16,15-20
TRUE,TRUE,28,20-29,6,20,,None,73,Test and Evaluation,AC,1 - Junior,Lifecycle Engineering,Doyle,Business,1,Doyle Reasun,Male,0.138179,Bachelors,7797,Reasun,FALSE,1,1,Civilian,138-501-0363,Non-White,Doyle.Reasun4@mail.mil,52.861821,,NJ,80,25,20-25
TRUE,,31,30-39,9,,,Top Secret,70,Production & Manufacturing,AvMC,3 - Senior,Lifecycle Engineering,Thomasin,,3,Thomasin Stoddard,Female,0.756908,Masters,7798,Stoddard,TRUE,3,3,Contractor,311-629-2431,Non-White,Thomasin.Stoddard.ctr@mail.mil,55.243093,,AL,100,24,20-25
TRUE,,55,50-59,33,100,Ground Vehicle,None,31,Fuel & Lubricants ,GvSC,2 - Mid,Science & Technology,Robbin,,2,Robbin Corke,Male,30.299641,Bachelors,7799,Corke,TRUE,2,,Contractor,,Non-White,Robbin.Corke.ctr@mail.mil,55,,MI,,,0-5
FALSE,TRUE,34,30-39,12,,Ground Vehicle,Top Secret,29,Propulsion & Mobility,GvSC,5 - Management,Science & Technology,Penny,Scientists Engineers and Analysts (SEA),4,Penny Tomasoni,Male,8.753664,Bachelors,7800,Tomasoni,TRUE,4,3,Civilian,535-552-6680,White,Penny.Tomasoni10@mail.mil,50.246336,Intelligence,MI,100,16,15-20
TRUE,,56,50-59,34,,Armaments,Top Secret,6,"Warheads, Propulsion, Energetics, Explosives & Pyrotechnics",AC,4 - Senior Technical Expert,Science & Technology,Briggs,,5,Briggs Placido,Male,22.364229,Associates,7801,Placido,TRUE,5,1,Contractor,889-355-6530,White,Briggs.Placido.ctr@mail.mil,58.635771,,NJ,100,3,0-5
TRUE,TRUE,33,30-39,11,100,Aviation & Missile,Secret,3,"Propulsion, Explosives, Energetics & Warheads",AvMC,2 - Mid,Science & Technology,Phillida,Scientists Engineers and Analysts (SEA),2,Phillida Boyle,Female,10.01929,Bachelors,7802,Boyle,TRUE,2,,Civilian,639-412-4091,White,Phillida.Boyle2@mail.mil,47.98071,Computer Science,AL,,15,10-15
TRUE,TRUE,51,50-59,29,,Armaments,Secret,8,"Ballistics, Targeting, Stabilization & Automation",AC,2 - Mid,Science & Technology,Cal,Scientists Engineers and Analysts (SEA),2,Cal Mathely,Male,9.756743,Masters,7803,Mathely,TRUE,2,1,Civilian,970-651-9372,Non-White,Cal.Mathely1@mail.mil,62,General Engineering,NJ,100,11,10-15
TRUE,FALSE,30,30-39,8,20,Aviation & Missile,Top Secret,5,Air Defense Sensor Tech,AvMC,3 - Senior,Science & Technology,Ezmeralda,Scientists Engineers and Analysts (SEA),3,Ezmeralda Tiley,Female,6.872412,Masters,7804,Tiley,TRUE,3,1,Civilian,298-308-1398,Non-White,Ezmeralda.Tiley7@mail.mil,48.127588,Computer Engineering,AL,80,18,15-20
TRUE,FALSE,35,30-39,13,,,None,38,Human Engineering and Performance,DAC,2 - Mid,Data & Analysis,Kyla,Engineering Technician,2,Kyla Halbord,Female,7.865093,Masters,7805,Halbord,TRUE,2,1,Civilian,235-570-1339,White,Kyla.Halbord2@mail.mil,52.134907,,MD,100,17,15-20
TRUE,FALSE,24,20-29,2,80,Aviation & Missile,None,5,Air Defense Sensor Tech,AvMC,1 - Junior,Science & Technology,Lester,Business,1,Lester Arkow,Female,1.011476,Masters,7806,Arkow,TRUE,1,1,Civilian,771-140-1940,White,Lester.Arkow7@mail.mil,47.988524,,AL,20,24,20-25
TRUE,TRUE,52,50-59,30,,C5ISR,Top Secret,10,Networking,C5ISR,4 - Senior Technical Expert,Science & Technology,Nickie,Scientists Engineers and Analysts (SEA),5,Nickie Cater,Male,21.646014,Masters,7807,Cater,TRUE,5,2,Civilian,975-281-6423,White,Nickie.Cater1@mail.mil,55.353986,Materials Engineering,MD,100,3,0-5
TRUE,FALSE,57,50-59,35,80,Aviation & Missile,Secret,1,"Fuzing, Guidance, Controls, Seekers",AvMC,2 - Mid,Science & Technology,Erinna,Scientists Engineers and Analysts (SEA),2,Erinna Baldam,Male,24.238038,Bachelors,7808,Baldam,TRUE,2,1,Civilian,571-242-6804,White,Erinna.Baldam8@mail.mil,57.761962,Electronics Engineering,AL,20,1,0-5
TRUE,,59,50-59,37,80,,Secret,41,Mission Effective Analysis,DAC,3 - Senior,Data & Analysis,Ileana,,3,Ileana Ridgwell,Male,5.954361,Bachelors,7809,Ridgwell,FALSE,3,1,Contractor,828-693-9871,White,Ileana.Ridgwell.ctr@mail.mil,62,,MD,20,3,0-5
TRUE,,59,50-59,37,,Chem-Bio,Top Secret,17,Material Sciences,CBC,3 - Senior,Science & Technology,Neely,,3,Neely Duckett,Female,6.979195,Masters,7810,Duckett,TRUE,3,3,Contractor,,Non-White,Neely.Duckett.ctr@mail.mil,62,,MD,100,3,0-5
TRUE,TRUE,57,50-59,35,40,,Secret,54,Human Resources,AC,2 - Mid,Business,Brigida,Scientists Engineers and Analysts (SEA),2,Brigida Walhedd,Female,21.256535,Bachelors,7811,Walhedd,TRUE,2,2,Civilian,113-234-5529,White,Brigida.Walhedd5@mail.mil,60.743465,General Engineering,NJ,60,4,0-5
TRUE,FALSE,37,30-39,15,,,None,45,Materials & Manufacturing Sciences,ARL,2 - Mid,Foundational Research,Nike,Scientists Engineers and Analysts (SEA),2,Nike Josipovic,Male,2.074796,Doctorate,7812,Josipovic,FALSE,2,3,Civilian,240-285-2378,Non-White,Nike.Josipovic1@mail.mil,59.925204,Analysis & Operations Research,MD,100,23,20-25
TRUE,,26,20-29,4,,,Secret,38,Human Engineering and Performance,DAC,1 - Junior,Data & Analysis,Randal,,1,Randal Ganforthe,Female,2.061484,Masters,7813,Ganforthe,FALSE,1,1,Contractor,285-889-3511,White,Randal.Ganforthe.ctr@mail.mil,48.938516,,MD,100,23,20-25
TRUE,FALSE,63,60+,41,,Chem-Bio,None,17,Material Sciences,CBC,3 - Senior,Science & Technology,Myrwyn,Scientists Engineers and Analysts (SEA),3,Myrwyn Fanning,Male,39.290195,Masters,7814,Fanning,TRUE,3,1,Civilian,303-290-5230,White,Myrwyn.Fanning8@mail.mil,63,Mechanical Engineering,MD,100,,0-5
TRUE,,34,30-39,12,80,Armaments,Secret,7,"Fuzing, Guidance & Controls, Seekers & Scalable Effects",AC,2 - Mid,Science & Technology,Clarice,,2,Clarice Towse,Female,4.248712,Bachelors,7815,Towse,TRUE,2,1,Contractor,982-130-1970,White,Clarice.Towse.ctr@mail.mil,54.751288,,NJ,20,21,20-25
FALSE,,45,40-49,23,,Aviation & Missile,Secret,1,"Fuzing, Guidance, Controls, Seekers",AvMC,2 - Mid,Science & Technology,Ambur,,2,Ambur Smittoune,Female,11.424067,Masters,7816,Smittoune,TRUE,2,3,Contractor,957-631-9500,White,Ambur.Smittoune.ctr@mail.mil,58.575933,,AL,100,14,10-15
TRUE,FALSE,58,50-59,36,,,TS-SCI,39,Cyber Resilience,DAC,5 - Management,Data & Analysis,Courtney,Scientists Engineers and Analysts (SEA),4,Courtney Dummett,Male,17.119456,Masters,7817,Dummett,FALSE,4,3,Civilian,552-941-2566,White,Courtney.Dummett4@mail.mil,62,General Engineering,MD,100,4,0-5
TRUE,TRUE,43,40-49,21,,,Top Secret,43,Protection Sciences,ARL,4 - Senior Technical Expert,Foundational Research,Melisenda,Engineering Technician,5,Melisenda Maltby,Male,9.835871,Doctorate,7818,Maltby,TRUE,5,1,Civilian,,White,Melisenda.Maltby5@mail.mil,58.164129,,MD,100,15,10-15
TRUE,,38,30-39,16,,,Secret,72,Quality Engineering,ARL,2 - Mid,Lifecycle Engineering,Fae,,2,Fae Kowalik,Female,3.870114,Bachelors,7819,Kowalik,FALSE,2,3,Contractor,,White,Fae.Kowalik.ctr@mail.mil,59.129886,,MD,100,21,20-25
TRUE,,56,50-59,34,,Armaments,TS-SCI,6,"Warheads, Propulsion, Energetics, Explosives & Pyrotechnics",AC,5 - Management,Science & Technology,Joelynn,,4,Joelynn Ikringill,Male,0.441755,Bachelors,7820,Ikringill,TRUE,4,2,Contractor,880-428-8196,Non-White,Joelynn.Ikringill.ctr@mail.mil,62,,NJ,100,6,05-10
TRUE,TRUE,51,50-59,29,20,Armaments,Secret,9,Materials & Structures,AC,5 - Management,Science & Technology,Alexandr,Scientists Engineers and Analysts (SEA),4,Alexandr Dominico,Female,0.888835,Bachelors,7821,Dominico,TRUE,4,1,Civilian,448-176-8899,White,Alexandr.Dominico9@mail.mil,62,General Engineering,NJ,80,11,10-15
TRUE,,36,30-39,14,20,,Secret,32,Leading People,HQ,2 - Mid,Leadership,Letisha,,2,Letisha Wyldbore,Female,1.492089,Masters,7822,Wyldbore,FALSE,2,2,Contractor,694-912-5620,White,Letisha.Wyldbore.ctr@mail.mil,59.507911,,MD,80,24,20-25
TRUE,,33,30-39,11,20,Armaments,Secret,9,Materials & Structures,AC,5 - Management,Science & Technology,Pammi,,4,Pammi Elcum,Male,8.43597,Masters,7823,Elcum,TRUE,4,2,Contractor,494-903-5384,White,Pammi.Elcum.ctr@mail.mil,49.56403,,NJ,80,17,15-20
TRUE,,46,40-49,24,,,Top Secret,73,Test and Evaluation,DAC,4 - Senior Technical Expert,Lifecycle Engineering,Ilyssa,,5,Ilyssa Martins,Female,23.045174,Masters,7824,Martins,TRUE,5,1,Contractor,433-668-0016,White,Ilyssa.Martins.ctr@mail.mil,47.954826,,MD,100,2,0-5
TRUE,,46,40-49,24,,Armaments,Top Secret,8,"Ballistics, Targeting, Stabilization & Automation",AC,3 - Senior,Science & Technology,Jere,,3,Jere Tunkin,Female,16.810339,Masters,7825,Tunkin,TRUE,3,1,Contractor,408-540-8999,White,Jere.Tunkin.ctr@mail.mil,54.189661,,NJ,100,8,05-10
TRUE,,48,40-49,26,,Soldier,Secret,24,Military Nutrition/ Food Service Log,SC,5 - Management,Science & Technology,Lindsey,,4,Lindsey Hinkes,Female,15.893516,Masters,7826,Hinkes,TRUE,4,2,Contractor,,Non-White,Lindsey.Hinkes.ctr@mail.mil,57.106484,,MA,100,9,05-10
TRUE,,54,50-59,32,,Armaments,None,8,"Ballistics, Targeting, Stabilization & Automation",AC,5 - Management,Science & Technology,Faustina,,4,Faustina Doggart,Male,19.392073,Masters,7827,Doggart,TRUE,4,3,Contractor,765-986-1127,Non-White,Faustina.Doggart.ctr@mail.mil,59.607927,,NJ,100,6,05-10
TRUE,TRUE,63,60+,41,,Aviation & Missile,Top Secret,5,Air Defense Sensor Tech,AvMC,5 - Management,Science & Technology,Felita,Business,4,Felita Benge,Female,34.179889,Bachelors,7828,Benge,TRUE,4,2,Civilian,,White,Felita.Benge5@mail.mil,63,,AL,100,,0-5
TRUE,TRUE,45,40-49,23,,,None,47,Network & Information Sciences,ARL,5 - Management,Foundational Research,Cornelia,Scientists Engineers and Analysts (SEA),4,Cornelia Maeer,Male,2.480173,Doctorate,7829,Maeer,FALSE,4,3,Civilian,623-942-1515,White,Cornelia.Maeer2@mail.mil,62,Aerospace Engineering,MD,100,17,15-20
TRUE,TRUE,50,50-59,28,20,Ground Vehicle,Top Secret,29,Propulsion & Mobility,GvSC,3 - Senior,Science & Technology,Peggy,Business,3,Peggy Meany,Male,21.710498,Masters,7830,Meany,TRUE,3,1,Civilian,816-488-5267,White,Peggy.Meany1@mail.mil,53.289502,,MI,80,3,0-5
TRUE,,63,60+,41,80,Aviation & Missile,Top Secret,3,"Propulsion, Explosives, Energetics & Warheads",AvMC,4 - Senior Technical Expert,Science & Technology,Allissa,,5,Allissa Whilde,Female,20.127424,Masters,7831,Whilde,TRUE,5,1,Contractor,164-285-3368,White,Allissa.Whilde.ctr@mail.mil,63,,AL,20,,0-5
TRUE,TRUE,57,50-59,35,100,Aviation & Missile,Secret,4,Aerial Autonomy,AvMC,5 - Management,Science & Technology,Justinian,Scientists Engineers and Analysts (SEA),4,Justinian Wisson,Male,22.454985,Bachelors,7832,Wisson,FALSE,4,,Civilian,127-241-8013,White,Justinian.Wisson9@mail.mil,59.545015,General Engineering,AL,,3,0-5
TRUE,,45,40-49,23,60,Ground Vehicle,None,29,Propulsion & Mobility,GvSC,2 - Mid,Science & Technology,Wendell,,2,Wendell Van Hove,Female,10.592194,Bachelors,7833,Van Hove,TRUE,2,1,Contractor,150-437-6543,White,Wendell.Van Hove.ctr@mail.mil,59.407806,,MI,40,14,10-15
TRUE,TRUE,65,60+,43,20,,Secret,59,Legal,HQ,3 - Senior,Business,Donaugh,Scientists Engineers and Analysts (SEA),3,Donaugh Rousell,Male,6.700099,Bachelors,7834,Rousell,FALSE,3,1,Civilian,,White,Donaugh.Rousell1@mail.mil,65,Electronics Engineering,MD,80,,0-5
TRUE,,59,50-59,37,80,Armaments,Secret,8,"Ballistics, Targeting, Stabilization & Automation",AC,5 - Management,Science & Technology,Adolphus,,4,Adolphus Gavrielly,Male,19.747127,Bachelors,7835,Gavrielly,TRUE,4,1,Contractor,378-748-8933,Non-White,Adolphus.Gavrielly.ctr@mail.mil,62,,NJ,20,3,0-5
TRUE,FALSE,31,30-39,9,,Armaments,Top Secret,6,"Warheads, Propulsion, Energetics, Explosives & Pyrotechnics",AC,1 - Junior,Science & Technology,Mariann,Scientists Engineers and Analysts (SEA),1,Mariann Shakesbye,Male,4.267862,Bachelors,7836,Shakesbye,TRUE,1,2,Civilian,153-556-3750,Non-White,Mariann.Shakesbye7@mail.mil,51.732138,General Engineering,NJ,100,21,20-25
TRUE,,53,50-59,31,,Aviation & Missile,None,3,"Propulsion, Explosives, Energetics & Warheads",AvMC,4 - Senior Technical Expert,Science & Technology,El,,5,El Rameau,Male,5.215456,Bachelors,7837,Rameau,TRUE,5,2,Contractor,615-257-3193,White,El.Rameau.ctr@mail.mil,62,,AL,100,9,05-10
TRUE,,31,30-39,9,60,Aviation & Missile,Secret,5,Air Defense Sensor Tech,AvMC,3 - Senior,Science & Technology,Moises,,3,Moises Kenafaque,Male,0.845729,Masters,7838,Kenafaque,FALSE,3,1,Contractor,416-780-3345,White,Moises.Kenafaque.ctr@mail.mil,55.154271,,AL,40,24,20-25
TRUE,TRUE,55,50-59,33,,Aviation & Missile,Secret,1,"Fuzing, Guidance, Controls, Seekers",ARL,4 - Senior Technical Expert,Science & Technology,Saxon,Scientists Engineers and Analysts (SEA),5,Saxon Eversfield,Male,1.733009,Doctorate,7839,Eversfield,TRUE,5,2,Civilian,766-174-5382,White,Saxon.Eversfield4@mail.mil,62,Electronics Engineering,MD,100,7,05-10
FALSE,,53,50-59,31,100,Aviation & Missile,Secret,3,"Propulsion, Explosives, Energetics & Warheads",AvMC,4 - Senior Technical Expert,Science & Technology,Brenda,,5,Brenda Scowcraft,Female,27.32421,Bachelors,7840,Scowcraft,TRUE,5,,Contractor,601-458-3539,White,Brenda.Scowcraft.ctr@mail.mil,53,,AL,,,0-5
TRUE,,59,50-59,37,,Ground Vehicle,None,29,Propulsion & Mobility,GvSC,2 - Mid,Science & Technology,Dieter,,2,Dieter Matiasek,Male,33.580683,Doctorate,7841,Matiasek,FALSE,2,3,Contractor,331-355-5993,Non-White,Dieter.Matiasek.ctr@mail.mil,59,,MI,100,,0-5
FALSE,,39,30-39,17,,Armaments,Top Secret,9,Materials & Structures,AC,2 - Mid,Science & Technology,Boycie,,2,Boycie Gasken,Male,10.758762,Bachelors,7842,Gasken,TRUE,2,2,Contractor,428-466-0297,White,Boycie.Gasken.ctr@mail.mil,53.241238,,NJ,100,14,10-15
TRUE,TRUE,58,50-59,36,,,Secret,69,Packaging,AC,5 - Management,Lifecycle Engineering,Kylila,Scientists Engineers and Analysts (SEA),4,Kylila Givens,Female,20.786549,Bachelors,7843,Givens,TRUE,4,1,Civilian,361-784-5039,White,Kylila.Givens4@mail.mil,62,General Engineering,NJ,100,4,0-5
TRUE,TRUE,52,50-59,30,100,,TS-SCI,55,Financial/ Res Mgmt,HQ,2 - Mid,Business,Allissa,Scientists Engineers and Analysts (SEA),2,Allissa Fowls,Male,7.390081,Masters,7844,Fowls,FALSE,2,,Civilian,101-819-8261,White,Allissa.Fowls10@mail.mil,62,Materials Engineering,MD,,10,05-10
TRUE,,44,40-49,22,,,Secret,44,Ballistics Sciences,AC,2 - Mid,Foundational Research,Eberhard,,2,Eberhard Annott,Female,3.940727,Bachelors,7845,Annott,FALSE,2,3,Contractor,939-851-5334,White,Eberhard.Annott.ctr@mail.mil,62,,NJ,100,18,15-20
TRUE,TRUE,58,50-59,36,,Ground Vehicle,Top Secret,30,Electronics & Power Management,GvSC,5 - Management,Science & Technology,Dallas,Business,4,Dallas Brunelli,Female,25.740006,Bachelors,7846,Brunelli,TRUE,4,1,Civilian,943-836-4138,White,Dallas.Brunelli1@mail.mil,58,,MI,100,,0-5
TRUE,TRUE,58,50-59,36,100,C5ISR,Top Secret,12,Cyber,C5ISR,2 - Mid,Science & Technology,Jeri,Scientists Engineers and Analysts (SEA),2,Jeri Frain,Male,31.597519,Masters,7847,Frain,TRUE,2,,Civilian,540-187-5106,White,Jeri.Frain5@mail.mil,58,Mechanical Engineering,MD,,,0-5
FALSE,FALSE,51,50-59,29,100,Armaments,Secret,8,"Ballistics, Targeting, Stabilization & Automation",AC,4 - Senior Technical Expert,Science & Technology,Cristin,Scientists Engineers and Analysts (SEA),5,Cristin Blinco,Male,4.18147,Masters,7848,Blinco,FALSE,5,,Civilian,718-553-4403,White,Cristin.Blinco6@mail.mil,62,Computer Science,NJ,,11,10-15
TRUE,,30,30-39,8,100,C5ISR,Secret,13,Electro-Optic Infrared,C5ISR,2 - Mid,Science & Technology,Hersh,,2,Hersh Midghall,Female,0.203588,Masters,7849,Midghall,TRUE,2,,Contractor,287-518-0319,White,Hersh.Midghall.ctr@mail.mil,54.796412,,MD,,25,20-25
TRUE,,58,50-59,36,,,Top Secret,57,Info Mgmt,GvSC,5 - Management,Business,Gene,,4,Gene Newens,Female,1.919674,Bachelors,7850,Newens,TRUE,4,2,Contractor,664-732-4824,Non-White,Gene.Newens.ctr@mail.mil,62,,MI,100,4,0-5
TRUE,TRUE,55,50-59,33,,,Secret,36,Results Driven ,HQ,5 - Management,Leadership,Gordan,Scientists Engineers and Analysts (SEA),4,Gordan McGauhy,Male,14.966577,Bachelors,7851,McGauhy,TRUE,4,3,Civilian,402-402-0971,Non-White,Gordan.McGauhy8@mail.mil,62,Computer Science,MD,100,7,05-10
TRUE,FALSE,25,20-29,3,100,,None,46,Computational Sciences,ARL,3 - Senior,Foundational Research,Hamid,Scientists Engineers and Analysts (SEA),3,Hamid Onyon,Female,0.411097,Associates,7852,Onyon,TRUE,3,,Civilian,177-818-3220,Non-White,Hamid.Onyon5@mail.mil,49.588903,General Engineering,MD,,25,20-25
TRUE,,37,30-39,15,80,,Secret,34,Business Acumen,ARL,2 - Mid,Leadership,Land,,2,Land Ramsay,Female,6.848018,Masters,7853,Ramsay,FALSE,2,1,Contractor,237-249-3440,White,Land.Ramsay.ctr@mail.mil,55.151982,,MD,20,18,15-20
TRUE,FALSE,57,50-59,35,80,Armaments,Secret,6,"Warheads, Propulsion, Energetics, Explosives & Pyrotechnics",AC,5 - Management,Science & Technology,Lise,Business,4,Lise Estabrook,Female,19.103869,Bachelors,7854,Estabrook,FALSE,4,1,Civilian,930-890-1520,White,Lise.Estabrook4@mail.mil,62,,NJ,20,5,0-5
TRUE,,38,30-39,16,,C5ISR,None,14,Knowledge Management,C5ISR,2 - Mid,Science & Technology,Heddi,,2,Heddi Compston,Female,3.28354,Masters,7855,Compston,TRUE,2,3,Contractor,199-134-2773,White,Heddi.Compston.ctr@mail.mil,59.71646,,MD,100,22,20-25
TRUE,TRUE,57,50-59,35,,,Secret,73,Test and Evaluation,AC,3 - Senior,Lifecycle Engineering,Isis,Engineering Technician,3,Isis Killeen,Female,23.950294,Masters,7856,Killeen,TRUE,3,1,Civilian,,White,Isis.Killeen7@mail.mil,58.049706,,NJ,100,1,0-5
TRUE,,52,50-59,30,,,None,42,Propulsion Sciences,AC,4 - Senior Technical Expert,Foundational Research,Shelby,,5,Shelby Bamblett,Male,20.30692,Masters,7857,Bamblett,TRUE,5,3,Contractor,622-521-5345,Non-White,Shelby.Bamblett.ctr@mail.mil,56.69308,,NJ,100,5,0-5
TRUE,FALSE,44,40-49,22,20,,None,72,Quality Engineering,ARL,4 - Senior Technical Expert,Lifecycle Engineering,Lannie,Business,5,Lannie Waker,Male,7.313675,Doctorate,7858,Waker,FALSE,5,2,Civilian,812-806-1735,Non-White,Lannie.Waker7@mail.mil,61.686325,,MD,80,18,15-20
TRUE,TRUE,54,50-59,32,100,,Secret,44,Ballistics Sciences,AC,5 - Management,Foundational Research,Jarret,Engineering Technician,4,Jarret Tilzey,Female,4.13821,Bachelors,7859,Tilzey,FALSE,4,,Civilian,963-334-4243,White,Jarret.Tilzey10@mail.mil,62,,NJ,,8,05-10
TRUE,TRUE,45,40-49,23,,,Secret,46,Computational Sciences,ARL,3 - Senior,Foundational Research,Hilario,Scientists Engineers and Analysts (SEA),3,Hilario Houldin,Female,22.109221,Masters,7860,Houldin,FALSE,3,1,Civilian,429-838-9747,Non-White,Hilario.Houldin4@mail.mil,47.890779,Computer Engineering,MD,100,3,0-5
TRUE,FALSE,43,40-49,21,20,,Secret,75,Data Science,AC,3 - Senior,Lifecycle Engineering,Erminia,Scientists Engineers and Analysts (SEA),3,Erminia Roullier,Male,7.421681,Bachelors,7861,Roullier,TRUE,3,2,Civilian,805-216-0561,White,Erminia.Roullier9@mail.mil,60.578319,Electrical Engineering,NJ,80,18,15-20
TRUE,TRUE,63,60+,41,100,,None,36,Results Driven ,DAC,4 - Senior Technical Expert,Leadership,Florenza,Scientists Engineers and Analysts (SEA),5,Florenza Chalfant,Male,24.316018,Masters,7862,Chalfant,FALSE,5,,Civilian,703-700-8369,White,Florenza.Chalfant4@mail.mil,63,Aerospace Engineering,MD,,,0-5
TRUE,,64,60+,42,40,Aviation & Missile,None,4,Aerial Autonomy,AvMC,2 - Mid,Science & Technology,Lana,,2,Lana Beakes,Female,11.146736,Masters,7863,Beakes,FALSE,2,2,Contractor,204-348-3127,White,Lana.Beakes.ctr@mail.mil,64,,AL,60,,0-5
TRUE,TRUE,57,50-59,35,,,Secret,75,Data Science,AC,5 - Management,Lifecycle Engineering,Joannes,Engineering Technician,4,Joannes Matyatin,Female,0.437067,Bachelors,7864,Matyatin,TRUE,4,2,Civilian,663-218-2788,White,Joannes.Matyatin5@mail.mil,62,,NJ,100,5,0-5
TRUE,FALSE,24,20-29,2,,Aviation & Missile,None,4,Aerial Autonomy,AvMC,2 - Mid,Science & Technology,Christalle,Scientists Engineers and Analysts (SEA),2,Christalle Rogister,Female,0.510595,Masters,7865,Rogister,TRUE,2,3,Civilian,883-582-3744,Non-White,Christalle.Rogister6@mail.mil,48.489405,Electronics Engineering,AL,100,24,20-25
TRUE,,63,60+,41,100,Soldier,Secret,25,Aerial Delivery,SC,2 - Mid,Science & Technology,Noble,,2,Noble Domini,Female,10.563223,Masters,7866,Domini,TRUE,2,,Contractor,290-821-4570,White,Noble.Domini.ctr@mail.mil,63,,MA,,,0-5
TRUE,TRUE,59,50-59,37,100,,None,36,Results Driven ,ARL,3 - Senior,Leadership,Lowell,Business,3,Lowell Dahlbom,Male,26.643246,Doctorate,7867,Dahlbom,FALSE,3,,Civilian,990-624-4250,White,Lowell.Dahlbom4@mail.mil,59,,MD,,,0-5
TRUE,TRUE,60,60+,38,,Soldier,Secret,24,Military Nutrition/ Food Service Log,SC,4 - Senior Technical Expert,Science & Technology,Augusto,Scientists Engineers and Analysts (SEA),5,Augusto Jevon,Female,23.121634,Doctorate,7868,Jevon,TRUE,5,1,Civilian,119-720-6159,White,Augusto.Jevon4@mail.mil,60,General Engineering,MA,100,,0-5
TRUE,TRUE,61,60+,39,20,Armaments,Secret,9,Materials & Structures,AC,4 - Senior Technical Expert,Science & Technology,Ronny,Scientists Engineers and Analysts (SEA),5,Ronny Slipper,Male,31.349049,Masters,7869,Slipper,TRUE,5,2,Civilian,172-933-2485,Non-White,Ronny.Slipper3@mail.mil,61,Other Specialties,NJ,80,,0-5
TRUE,,54,50-59,32,,Ground Vehicle,Top Secret,28,Autonomy & Robotics,GvSC,3 - Senior,Science & Technology,Kerri,,3,Kerri Iveans,Female,17.936294,Masters,7870,Iveans,TRUE,3,3,Contractor,625-500-2660,Non-White,Kerri.Iveans.ctr@mail.mil,61.063706,,MI,100,7,05-10
TRUE,,52,50-59,30,,C5ISR,Secret,12,Cyber,C5ISR,2 - Mid,Science & Technology,Harmonie,,2,Harmonie Chattelaine,Female,19.772416,Masters,7871,Chattelaine,FALSE,2,2,Contractor,428-446-8559,Non-White,Harmonie.Chattelaine.ctr@mail.mil,57.227584,,MD,100,5,0-5
TRUE,TRUE,62,60+,40,100,Chem-Bio,Top Secret,16,Aerosol Sciences,CBC,5 - Management,Science & Technology,Oralia,Business,4,Oralia Errigo,Female,38.436227,Bachelors,7872,Errigo,TRUE,4,,Civilian,589-303-7867,White,Oralia.Errigo9@mail.mil,62,,MD,,,0-5
TRUE,,30,30-39,8,,Aviation & Missile,None,4,Aerial Autonomy,AvMC,1 - Junior,Science & Technology,Gayler,,1,Gayler Ciccetti,Male,7.577267,Bachelors,7873,Ciccetti,TRUE,1,3,Contractor,370-735-7305,White,Gayler.Ciccetti.ctr@mail.mil,47.422733,,AL,100,17,15-20
TRUE,TRUE,31,30-39,9,,,Secret,57,Info Mgmt,AC,1 - Junior,Business,Hana,Scientists Engineers and Analysts (SEA),1,Hana Beddoes,Female,7.119164,Masters,7874,Beddoes,TRUE,1,3,Civilian,895-897-5326,Non-White,Hana.Beddoes4@mail.mil,48.880836,Computer Science,NJ,100,18,15-20
