Id,Personnel__c,Personnel__c.Competency__c,Personnel__c.Employee_Type__c,Personnel__c.FirstName,Personnel__c.Id,Personnel__c.LastName,Personnel__c.Name,Personnel__c.Pay_Grade__c,Personnel__c.Retirement__c,Personnel__c.SVC__c,Personnel__c.Title,Project__c,Project__c.BT__c,Project__c.Behind__c,Project__c.Budget_FY18__c,Project__c.Budget_FY19__c,Project__c.Budget_FY20__c,Project__c.Committed__c,Project__c.Completion__c,Project__c.Country__c,Project__c.CreatedDate,Project__c.Estimated_Transition_Date__c,Project__c.Expenditure__c,Project__c.Funding_Type__c,Project__c.G_Organization__c,Project__c.G_Priority__c,Project__c.Id,Project__c.Initiation_Date__c,Project__c.Investment__c,Project__c.LOE__c,Project__c.Name,Project__c.Organization__c,Project__c.PO_Status__c,Project__c.Portfolio__c,Project__c.Remaining__c,Project__c.Resource_Utilization__c,Project__c.State__c,Project__c.Status__c,Project__c.SystemModstamp
a011H00000W6nE5QAJ,0031H00001rEkv0QAC,Physicist,Military,LAUREEN,0031H00001rEkv0QAC,WILLIAMS,LAUREEN WILLIAMS,W3,15,A,ARMY READINESS OFFICER,a001H00000k7Fj1QAE,1,false,32700000,42510000,55263000,19620000,41,USA,2018-06-14T17:33:01.000Z,2018-10-19,9810000,6.2,C,Low,a001H00000k7Fj1QAE,2017-12-01,-18800000,2,Project 161,GVSC,Quote Provided,C3I,3270000,50,CA,Development,2021-07-01T18:40:47.000Z
a011H00000W6nE6QAJ,0031H00001rEkv1QAC,Aerospace Engineer,Military,MELISSIA,0031H00001rEkv1QAC,WILLIAMS,MELISSIA WILLIAMS,O5,10,N,JOINT LOGISTICS OPERATIONS OFFICER,a001H00000k7Fj2QAE,5,false,56400000,73320000,95316000,33840000,64,USA,2018-06-14T17:33:01.000Z,2020-02-11,16920000,6.5,D,Low,a001H00000k7Fj2QAE,2017-01-18,-71500000,1,Project 162,CBC,New,Air,5640000,72,KS,Not Started,2021-07-05T16:57:16.000Z
a011H00000W6nE7QAJ,0031H00001rEkv2QAC,Computer Engineer,Military,DERRIN,0031H00001rEkv2QAC,WILLIAMS,DERRIN WILLIAMS,O6,05,A,"EXECUTIVE OFFICER,  LOGISTICS OPERATIONS",a001H00000k7Fj3QAE,5,false,1200000,1560000,2028000,240000,73,USA,2018-06-14T17:33:01.000Z,2020-02-01,120000,6.1,B,Low,a001H00000k7Fj3QAE,2017-12-24,-6700000,4,Project 163,AC,Review in Process,C3I,840000,90,FL,Deployed,2021-07-05T16:57:16.000Z
a011H00000W6nE8QAJ,0031H00001rEkv3QAC,Mechanical Engineer,Military,DAIQU,0031H00001rEkv3QAC,ZHENG,DAIQU ZHENG,O2,15,N,ILS INTERN,a001H00000k7Fj4QAE,2,false,54500000,70850000,92105000,16350000,74,USA,2018-06-14T17:33:01.000Z,2019-05-21,16350000,6.4,B,Low,a001H00000k7Fj4QAE,2017-05-11,-200000,2,Project 164,C5ISRC,Review in Process,Air,21800000,72,NJ,Deployed,2021-07-05T16:57:16.000Z
a011H00000W6nE9QAJ,0031H00001rEkv4QAC,Electrical Engineer,Military,DUNCAN,0031H00001rEkv4QAC,ADAMS,DUNCAN ADAMS,O4,10,A,OPERATIONS OFFICER,a001H00000k7Fj5QAE,5,false,56500000,73450000,95485000,28250000,34,USA,2018-06-14T17:33:01.000Z,2020-06-12,28250000,6.2,E,Low,a001H00000k7Fj5QAE,2017-08-30,-17600000,4,Project 165,AvMC,Received,Lethality,,89,MN,Design,2021-07-05T16:56:16.000Z
a011H00000W6nEAQAZ,0031H00001rEkv5QAC,Computer Engineer,Military,JAMES,0031H00001rEkv5QAC,ALBRITTON,JAMES ALBRITTON,O6,05,N,IT PROGRAM PORTFOLIO MANAGER,a001H00000k7Fj6QAE,2,true,50100000,65130000,84669000,20040000,51,USA,2018-06-14T17:33:01.000Z,2020-05-02,10020000,6.3,C,Low,a001H00000k7Fj6QAE,2017-09-25,-37900000,3,Project 166,GVSC,Received,Air,20040000,100,TN,Design,2021-07-01T18:40:47.000Z
a011H00000W6nEBQAZ,0031H00001rEkv6QAC,Physicist,Military,LAMONT,0031H00001rEkv6QAC,BROWN,LAMONT BROWN,O4,10,N,"CHIEF, JOINT LOGISTICS SYSTEMS OPERATIONS",a001H00000k7Fj7QAE,1,false,9500000,12350000,16055000,6650000,38,USA,2018-06-14T17:33:01.000Z,2020-01-21,2850000,6.4,B,Low,a001H00000k7Fj7QAE,2017-08-06,8600000,1,Project 167,C5ISRC,Order Created,Ground Maneuver,,81,TX,Testing,2021-07-05T16:57:16.000Z
a011H00000W6nECQAZ,0031H00001rEkv7QAC,Chemist,Military,JOSEPH,0031H00001rEkv7QAC,COZART,JOSEPH COZART,O4,05,N,IT PROJECT MANAGER,a001H00000k7Fj8QAE,5,false,4000000,5200000,6760000,400000,43,USA,2018-06-14T17:33:01.000Z,2018-12-23,2000000,6.4,E,Low,a001H00000k7Fj8QAE,2017-11-16,-52100000,1,Project 168,AvMC,Order Created,Air,1600000,64,NY,Testing,2021-07-05T16:56:16.000Z
a011H00000W6nEDQAZ,0031H00001rEkv8QAC,Physicist,Military,RICKY,0031H00001rEkv8QAC,DICKENS,RICKY DICKENS,O4,15,F,JOINT OPERATIONS IT SYSTEMS OFFICER,a001H00000k7Fj9QAE,5,false,51600000,67080000,87204000,30960000,41,USA,2018-06-14T17:33:01.000Z,2018-08-19,10320000,6.5,C,Low,a001H00000k7Fj9QAE,2017-01-11,-17700000,1,Project 169,GVSC,Received,C3I,10320000,57,MN,Design,2021-07-01T18:40:47.000Z
a011H00000W6nEEQAZ,0031H00001rEkv9QAC,Aerospace Engineer,Military,MARK,0031H00001rEkv9QAC,GARRIGUS,MARK GARRIGUS,O6,05,N,"DIRECTOR, OPERATIONS CELL",a001H00000k7FjAQAU,1,false,33000000,42900000,55770000,3300000,30,USA,2018-06-14T17:33:01.000Z,2020-03-17,6600000,6.3,B,Low,a001H00000k7FjAQAU,2017-01-12,-85900000,2,Project 170,C5ISRC,Quote Provided,Air,23100000,94,PA,Development,2021-07-05T16:57:16.000Z
a011H00000W6nEFQAZ,0031H00001rEkvAQAS,Aerospace Engineer,Military,MICHELLE,0031H00001rEkvAQAS,HALL,MICHELLE HALL,O6,10,F,"EXECUTIVE DEPUTY DIRECTOR, ENTERPRISE SOLUTIONS",a001H00000k7FjBQAU,4,true,68800000,89440000,116272000,48160000,38,USA,2018-06-14T17:33:01.000Z,2019-11-11,34400000,6.3,C,Low,a001H00000k7FjBQAU,2017-01-18,4000000,4,Project 171,GVSC,Order Created,Ground Maneuver,-13760000,82,FL,Testing,2021-07-01T18:40:47.000Z
a011H00000W6nEGQAZ,0031H00001rEkvBQAS,Chemist,Military,LANIECE,0031H00001rEkvBQAS,JOHNSON,LANIECE JOHNSON,E7,05,F,NETWORK SECURITY ENGINEER,a001H00000k7FjCQAU,4,false,16500000,21450000,27885000,9900000,61,USA,2018-06-14T17:33:01.000Z,2020-04-20,9900000,6.2,E,Low,a001H00000k7FjCQAU,2017-12-27,-69900000,1,Project 172,AvMC,Received,Soldier/Squad,-3300000,99,NY,Design,2021-07-05T16:56:16.000Z
a011H00000W6nEHQAZ,0031H00001rEkvCQAS,Chemist,Military,MICHAEL,0031H00001rEkvCQAS,KIDD,MICHAEL KIDD,O4,15,N,IT PROJECT MANAGER,a001H00000k7FjDQAU,1,false,21600000,28080000,36504000,12960000,72,USA,2018-06-14T17:33:01.000Z,2020-05-31,2160000,6.6,B,Low,a001H00000k7FjDQAU,2017-10-16,-97300000,1,Project 173,AC,Received,C3I,6480000,79,TX,Design,2021-07-05T16:57:16.000Z
a011H00000W6nEIQAZ,0031H00001rEkvDQAS,Mechanical Engineer,Military,MICHAEL,0031H00001rEkvDQAS,LAYMAN,MICHAEL LAYMAN,O3,20,N,INFORMATION ASSURANCE ASSESSMENTS OFFICER,a001H00000k7FjEQAU,1,true,89700000,116610000,151593000,44850000,51,USA,2018-06-14T17:33:01.000Z,2020-03-01,26910000,6.5,D,Low,a001H00000k7FjEQAU,2017-06-29,-32600000,2,Project 174,CBC,Received,Ground Maneuver,17940000,70,TX,Design,2021-07-05T16:57:16.000Z
a011H00000W6nEJQAZ,0031H00001rEkvEQAS,Physicist,Military,JOSEPH,0031H00001rEkvEQAS,SPEDE,JOSEPH SPEDE,O4,05,N,IT PROJECT MANAGER,a001H00000k7FjFQAU,5,false,56400000,73320000,95316000,39480000,60,USA,2018-06-14T17:33:01.000Z,2019-01-01,28200000,6.6,B,Low,a001H00000k7FjFQAU,2017-11-11,-3200000,2,Project 175,AC,Received,C3I,-11280000,78,SC,Design,2021-07-05T16:57:16.000Z
a011H00000W6nEKQAZ,0031H00001rEkvFQAS,Electrical Engineer,Military,DARRYLE,0031H00001rEkvFQAS,STEPHENS,DARRYLE STEPHENS,O5,05,F,JOINT IT SYSTEMS PROGRAM MANAGER,a001H00000k7FjGQAU,1,false,69700000,90610000,117793000,20910000,63,USA,2018-06-14T17:33:01.000Z,2018-11-15,13940000,6.2,A,Low,a001H00000k7FjGQAU,2017-11-17,-14700000,4,Project 176,SC,Quote Provided,Soldier/Squad,34850000,90,TX,Development,2021-07-05T16:57:16.000Z
a011H00000W6nELQAZ,0031H00001rEkvGQAS,Mechanical Engineer,Military,RYAN,0031H00001rEkvGQAS,STICKEL,RYAN STICKEL,O4,10,N,"DEPUTY DIR/OPS OFF, DEF LOG MNGT STAN OFF",a001H00000k7FjHQAU,2,false,21100000,27430000,35659000,8440000,26,USA,2018-06-14T17:33:01.000Z,2020-01-05,12660000,6.3,C,Low,a001H00000k7FjHQAU,2017-01-25,-61800000,2,Project 177,GVSC,Order Created,Lethality,,74,CA,Testing,2021-07-01T18:40:47.000Z
a011H00000W6nEMQAZ,0031H00001rEkvHQAS,Chemist,Military,ABNER,0031H00001rEkvHQAS,DEVALLON,ABNER DEVALLON,O6,10,F,"DEPUTY, ACQUISITION EXECUTIVE",a001H00000k7FjIQAU,4,false,74100000,96330000,125229000,14820000,62,USA,2018-06-14T17:33:01.000Z,2019-11-21,44460000,6.4,D,Low,a001H00000k7FjIQAU,2017-06-20,-96800000,2,Project 178,CBC,Order Created,Soldier/Squad,14820000,89,TX,Testing,2021-07-05T16:57:16.000Z
a011H00000W6nENQAZ,0031H00001rEkvIQAS,Electrical Engineer,Military,BLAKE,0031H00001rEkvIQAS,DREMANN,BLAKE DREMANN,O4,10,N,SUPPLY CHAIN MANAGEMENT STAFF OFFICER,a001H00000k7FjJQAU,3,false,91900000,119470000,155311000,9190000,28,USA,2018-06-14T17:33:01.000Z,2019-12-04,9190000,6.2,A,Low,a001H00000k7FjJQAU,2017-02-21,-48800000,4,Project 179,SC,Quote Provided,Ground Maneuver,73520000,80,CA,Development,2021-07-05T16:57:16.000Z
a011H00000W6nEOQAZ,0031H00001rEkvJQAS,Chemist,Military,DAVID,0031H00001rEkvJQAS,HUBER,DAVID HUBER,O5,10,N,PROCUREMENT MANAGEMENT STAFF OFFICER,a001H00000k7FjKQAU,4,false,46300000,60190000,78247000,13890000,41,USA,2018-06-14T17:33:01.000Z,2019-07-04,23150000,6.2,E,Low,a001H00000k7FjKQAU,2017-12-18,-35300000,4,Project 180,AvMC,Received,Soldier/Squad,9260000,92,NY,Design,2021-07-05T16:56:16.000Z
a011H00000W6nEPQAZ,0031H00001rEkvKQAS,Computer Engineer,Military,JASON,0031H00001rEkvKQAS,MARKS,JASON MARKS,O4,05,N,PROCUREMENT MANAGEMENT STAFF OFFICER,a001H00000k7FjLQAU,1,false,89800000,116740000,151762000,17960000,69,USA,2018-06-14T17:33:01.000Z,2019-08-07,17960000,6.2,B,Low,a001H00000k7FjLQAU,2017-09-28,-16900000,2,Project 181,C5ISRC,Quote Provided,Soldier/Squad,53880000,62,FL,Development,2021-07-05T16:57:16.000Z
a011H00000W6nEQQAZ,0031H00001rEkvLQAS,Physicist,Military,JUSTIN,0031H00001rEkvLQAS,TINSLEY,JUSTIN TINSLEY,O3,05,N,SUPPLY CHAIN MANAGEMENT STAFF OFFICER,a001H00000k7FjMQAU,4,false,51500000,66950000,87035000,15450000,59,USA,2018-06-14T17:33:01.000Z,2020-03-01,5150000,6.4,C,Low,a001H00000k7FjMQAU,2017-01-18,-67900000,1,Project 182,GVSC,Received,C3I,30900000,53,IL,Design,2021-07-01T18:40:47.000Z
a011H00000W6nERQAZ,0031H00001rEkvMQAS,Computer Engineer,Military,VACANT BILLET,0031H00001rEkvMQAS,VACANT BILLET,VACANT BILLET VACANT BILLET,O3,05,A,PROCUREMENT MGMT STF OFCR,a001H00000k7FjNQAU,1,false,41900000,54470000,70811000,12570000,70,USA,2018-06-14T17:33:01.000Z,2020-04-14,20950000,6.6,B,Low,a001H00000k7FjNQAU,2017-09-02,-72600000,4,Project 183,C5ISRC,Quote Provided,Ground Maneuver,8380000,50,MD,Development,2021-07-05T16:57:16.000Z
a011H00000W6nESQAZ,0031H00001rEkvNQAS,Chemist,Military,VACANT BILLET,0031H00001rEkvNQAS,VACANT BILLET,VACANT BILLET VACANT BILLET,O3,05,F,PROCUREMENT MANAGEMENT DIRECTOR,a001H00000k7FjOQAU,4,false,3400000,4420000,5746000,2380000,33,USA,2018-06-14T17:33:01.000Z,2018-10-07,1360000,6.2,E,Low,a001H00000k7FjOQAU,2017-02-21,-27500000,3,Project 184,AvMC,Order Created,Soldier/Squad,-340000,87,TX,Testing,2021-07-05T16:56:16.000Z
a011H00000W6nETQAZ,0031H00001rEkvOQAS,Chemist,Military,DIONNE,0031H00001rEkvOQAS,ATKINS,DIONNE ATKINS,O4,10,N,TRAINING AND READINESS OFFICER,a001H00000k7FjPQAU,3,false,20900000,27170000,35321000,4180000,56,USA,2018-06-14T17:33:01.000Z,2019-11-07,4180000,6.5,B,Low,a001H00000k7FjPQAU,2017-11-12,-13600000,4,Project 185,C5ISRC,Quote Provided,Lethality,12540000,99,IA,Development,2021-07-05T16:57:16.000Z
a011H00000W6nEUQAZ,0031H00001rEkvPQAS,Electrical Engineer,Military,LUKE,0031H00001rEkvPQAS,HAFNER,LUKE HAFNER,O4,05,N,JOINT LOGISTICS OPERATIONS OFFICER,a001H00000k7FjQQAU,1,false,15500000,20150000,26195000,1550000,38,USA,2018-06-14T17:33:01.000Z,2018-08-06,7750000,6.3,D,Low,a001H00000k7FjQQAU,2017-11-03,2800000,3,Project 186,AvMC,Order Created,Ground Maneuver,6200000,76,CA,Testing,2021-07-05T16:56:16.000Z
a011H00000W6nEVQAZ,0031H00001rEkvQQAS,Computer Engineer,Military,ROGER,0031H00001rEkvQQAS,MUSSELMAN,ROGER MUSSELMAN,O6,10,N,EXECUTIVE OFFICER,a001H00000k7FjRQAU,5,false,7100000,9230000,11999000,710000,37,USA,2018-06-14T17:33:01.000Z,2020-03-19,2840000,6.1,A,Low,a001H00000k7FjRQAU,2017-06-01,-57500000,2,Project 187,ARL,Order Created,Air,3550000,71,TX,Testing,2021-04-19T12:50:35.000Z
a011H00000W6nEWQAZ,0031H00001rEkvRQAS,Computer Engineer,Military,PETER,0031H00001rEkvRQAS,BOAKYE,PETER BOAKYE,E6,05,N,SHIPPING/RECEIVING SUPERVISOR,a001H00000k7FjSQAU,5,false,48000000,62400000,81120000,33600000,68,USA,2018-06-14T17:33:01.000Z,2020-02-14,24000000,6.6,B,Low,a001H00000k7FjSQAU,2017-08-15,-52100000,4,Project 188,AC,New,Ground Maneuver,-9600000,82,HI,Not Started,2021-07-05T16:57:16.000Z
a011H00000W6nEXQAZ,0031H00001rEkvSQAS,Chemist,Military,CHELSEA,0031H00001rEkvSQAS,CARPINELLO,CHELSEA CARPINELLO,E5,10,N,LOGISTICS SPECIALIST,a001H00000k7FjTQAU,3,false,50200000,65260000,84838000,10040000,35,USA,2018-06-14T17:33:01.000Z,2019-08-03,25100000,6.3,D,Low,a001H00000k7FjTQAU,2017-07-05,-58000000,4,Project 189,AvMC,Received,Lethality,15060000,96,IN,Design,2021-07-05T16:56:16.000Z
a011H00000W6nEYQAZ,0031H00001rEkvTQAS,Aerospace Engineer,Military,ALICIA,0031H00001rEkvTQAS,CHUNG,ALICIA CHUNG,E5,15,N,PURCHASING AGENT,a001H00000k7FjUQAU,2,false,34300000,44590000,57967000,17150000,64,USA,2018-06-14T17:33:01.000Z,2019-09-11,20580000,6.1,A,Low,a001H00000k7FjUQAU,2017-01-23,-54000000,1,Project 190,SC,Quote Provided,Soldier/Squad,-3430000,51,NC,Development,2021-07-05T16:57:16.000Z
a011H00000W6nEZQAZ,0031H00001rEkvUQAS,Computer Engineer,Military,LORI,0031H00001rEkvUQAS,CODY,LORI CODY,O4,20,N,"SUPERVISORY, PURCHASING AGENT",a001H00000k7FjVQAU,5,false,71300000,92690000,120497000,21390000,59,USA,2018-06-14T17:33:01.000Z,2018-08-03,28520000,6.1,D,Low,a001H00000k7FjVQAU,2017-11-03,-88100000,1,Project 191,AvMC,Order Created,Lethality,21390000,75,WA,Testing,2021-07-05T16:56:16.000Z
a011H00000W6nEaQAJ,0031H00001rEkvVQAS,Chemist,Military,ALPHONSA,0031H00001rEkvVQAS,DIRDEN,ALPHONSA DIRDEN,E7,15,N,SUPPLY CHAIN MANAGER,a001H00000k7FjWQAU,2,false,72800000,94640000,123032000,7280000,42,USA,2018-06-14T17:33:01.000Z,2019-12-29,21840000,6.5,D,Low,a001H00000k7FjWQAU,2017-10-24,5400000,1,Project 192,CBC,Received,Ground Maneuver,43680000,59,NY,Design,2021-07-05T16:57:16.000Z
a011H00000W6nEbQAJ,0031H00001rEkvWQAS,Mechanical Engineer,Military,ROBERT,0031H00001rEkvWQAS,FITZWATER,ROBERT FITZWATER,E5,15,N,SHIPPING/RECEIVING CLERK,a001H00000k7FjXQAU,2,false,23100000,30030000,39039000,11550000,62,USA,2018-06-14T17:33:01.000Z,2019-04-28,13860000,6.4,B,Low,a001H00000k7FjXQAU,2017-12-12,-40300000,3,Project 193,C5ISRC,Received,C3I,-2310000,58,TN,Design,2021-07-05T16:57:16.000Z
a011H00000W6nEcQAJ,0031H00001rEkvXQAS,Aerospace Engineer,Military,DALE,0031H00001rEkvXQAS,HYDORN,DALE HYDORN,E4,15,N,EXPEDITOR,a001H00000k7FjYQAU,2,false,13200000,17160000,22308000,1320000,33,USA,2018-06-14T17:33:01.000Z,2019-04-23,7920000,6.1,A,Low,a001H00000k7FjYQAU,2017-06-23,-77200000,3,Project 194,ARL,Review in Process,Lethality,3960000,51,IL,Deployed,2021-04-19T12:50:35.000Z
a011H00000W6nEdQAJ,0031H00001rEkvYQAS,Mechanical Engineer,Military,DESCONE,0031H00001rEkvYQAS,KELLY,DESCONE KELLY,O4,15,N,"SUPERVISORY, PURCHASING AGENT",a001H00000k7FjZQAU,5,false,4700000,6110000,7943000,1410000,42,USA,2018-06-14T17:33:01.000Z,2019-05-03,1880000,6.4,B,Low,a001H00000k7FjZQAU,2017-01-05,-59500000,2,Project 196,C5ISRC,Review in Process,Air,1410000,51,GA,Deployed,2021-07-05T16:57:16.000Z
a011H00000W6nEeQAJ,0031H00001rEkvZQAS,Computer Engineer,Military,GARY,0031H00001rEkvZQAS,MCDONALD,GARY MCDONALD,E5,05,N,LOGISTICS SPECIALIST,a001H00000k7FjaQAE,3,false,28400000,36920000,47996000,17040000,27,USA,2018-06-14T17:33:01.000Z,2019-12-25,14200000,6.6,D,Low,a001H00000k7FjaQAE,2017-07-08,-27600000,3,Project 197,CBC,Quote Provided,C3I,-2840000,92,CA,Development,2021-07-05T16:57:16.000Z
a011H00000W6nEfQAJ,0031H00001rEkvaQAC,Physicist,Military,TASHAWNA,0031H00001rEkvaQAC,MCELVEEN,TASHAWNA MCELVEEN,E5,10,N,LOGISTICS SPECIALIST,a001H00000k7FjbQAE,5,false,39300000,51090000,66417000,15720000,67,USA,2018-06-14T17:33:01.000Z,2018-12-06,15720000,6.2,B,Low,a001H00000k7FjbQAE,2017-08-07,-18100000,2,Project 198,C5ISRC,Quote Provided,C3I,7860000,89,TX,Development,2021-07-05T16:57:16.000Z
a011H00000W6nEgQAJ,0031H00001rEkvbQAC,Electrical Engineer,Military,MEGHAN,0031H00001rEkvbQAC,MORRIS,MEGHAN MORRIS,E5,15,N,PURCHASING AGENT,a001H00000k7FjcQAE,4,false,35100000,45630000,59319000,21060000,49,USA,2018-06-14T17:33:01.000Z,2019-01-27,7020000,6.5,C,Low,a001H00000k7FjcQAE,2017-01-30,-74300000,4,Project 199,GVSC,Order Created,Basic Research,7020000,61,MO,Testing,2021-07-01T18:40:47.000Z
a011H00000W6nEhQAJ,0031H00001rEkvcQAC,Chemist,Military,JASMINE,0031H00001rEkvcQAC,ROBINSON,JASMINE ROBINSON,E5,10,N,SHIPPING/RECEIVING CLERK,a001H00000k7FmpQAE,2,false,96900000,125970000,163761000,58140000,26,GBR,2018-06-14T17:33:03.000Z,2018-06-25,58140000,6.5,A,Low,a001H00000k7FmpQAE,2017-03-10,-19400000,1,Project 401,SC,Quote Approved,Ground Maneuver,-19380000,97,,Requirement,2021-07-05T16:57:16.000Z
a011H00000W6nEiQAJ,0031H00001rEkvdQAC,Aerospace Engineer,Military,CHRISTOPHER,0031H00001rEkvdQAC,SINGLETON,CHRISTOPHER SINGLETON,E5,20,N,SHIPPING/RECEIVING CLERK,a001H00000k7FmqQAE,3,true,37300000,48490000,63037000,22380000,50,UAE,2018-06-14T17:33:03.000Z,2019-04-26,22380000,6.5,D,Low,a001H00000k7FmqQAE,2017-03-28,-61400000,1,Project 402,CBC,Received,Basic Research,-7460000,65,,Design,2021-07-05T16:57:16.000Z
a011H00000W6nEjQAJ,0031H00001rEkveQAC,Physicist,Military,DI,0031H00001rEkveQAC,SO,DI SO,E6,15,N,EXPEDITOR SUPERVISOR,a001H00000k7FmrQAE,1,false,18000000,23400000,30420000,7200000,66,Bahrain,2018-06-14T17:33:03.000Z,2019-06-24,5400000,6.4,C,Low,a001H00000k7FmrQAE,2017-09-12,5700000,4,Project 403,GVSC,Review in Process,Lethality,5400000,89,,Deployed,2021-07-01T18:40:47.000Z
a011H00000W6nEkQAJ,0031H00001rEkvfQAC,Mechanical Engineer,Military,VACANT BILLET,0031H00001rEkvfQAC,VACANT BILLET,VACANT BILLET VACANT BILLET,O5,05,N,PURCHASING AGENT,a001H00000k7FmsQAE,1,false,90400000,117520000,152776000,54240000,68,Turkey,2018-06-14T17:33:03.000Z,2020-03-22,9040000,6.6,A,Low,a001H00000k7FmsQAE,2017-05-06,-94300000,3,Project 404,ARL,New,Soldier/Squad,27120000,90,,Not Started,2021-04-19T12:50:35.000Z
a011H00000W6nElQAJ,0031H00001rEkvgQAC,Aerospace Engineer,Military,MICHAEL,0031H00001rEkvgQAC,WINN,MICHAEL WINN,O5,10,N,"OIC,  MARITIME-NORFOLK",a001H00000k7FmtQAE,1,false,84500000,109850000,142805000,16900000,36,Kuwait,2018-06-14T17:33:03.000Z,2020-02-19,50700000,6.4,C,Low,a001H00000k7FmtQAE,2017-05-05,-37100000,2,Project 405,GVSC,Review in Process,Air,16900000,96,,Deployed,2021-07-01T18:40:47.000Z
a011H00000W6nEmQAJ,0031H00001rEkvhQAC,Mechanical Engineer,Military,VACANT BILLET,0031H00001rEkvhQAC,VACANT BILLET,VACANT BILLET VACANT BILLET,O5,05,F,MEDICAL LOGISTICS LIAISON OFFICER,a001H00000k7FmuQAE,2,false,60700000,78910000,102583000,6070000,70,UAE,2018-06-14T17:33:03.000Z,2018-11-25,36420000,6.4,D,Low,a001H00000k7FmuQAE,2017-09-23,8600000,3,Project 406,CBC,Order Created,Lethality,18210000,85,,Testing,2021-07-05T16:57:16.000Z
a011H00000W6nEnQAJ,0031H00001rEkviQAC,Chemist,Military,MICHAEL,0031H00001rEkviQAC,KRISMAN,MICHAEL KRISMAN,O5,10,N,"COMMANDER,  DISTRIBUTION PUGET SOUND",a001H00000k7FmvQAE,3,false,60600000,78780000,102414000,12120000,32,Italy,2018-06-14T17:33:03.000Z,2019-12-11,30300000,6.4,A,Low,a001H00000k7FmvQAE,2017-12-24,-12800000,2,Project 407,SC,Received,C3I,18180000,86,,Design,2021-07-05T16:57:16.000Z
a011H00000W6nEoQAJ,0031H00001rEkvjQAC,Aerospace Engineer,Military,MARK,0031H00001rEkvjQAC,PEACE,MARK PEACE,O5,10,N,"COMMANDER,  DISTRIBUTION PUGET SOUND",a001H00000k7FmwQAE,4,false,18200000,23660000,30758000,7280000,44,Qatar,2018-06-14T17:33:03.000Z,2019-05-10,9100000,6.6,B,Low,a001H00000k7FmwQAE,2017-10-29,-75600000,3,Project 408,AC,Order Created,C3I,1820000,70,,Testing,2021-07-05T16:57:16.000Z
a011H00000W6nEpQAJ,0031H00001rEkvkQAC,Mechanical Engineer,Military,BRIAN,0031H00001rEkvkQAC,MAI,BRIAN MAI,O5,05,N,"OIC, DEFENSE LOGISTICS AGENCY PUGET SOUND  NY",a001H00000k7FmxQAE,2,false,81200000,105560000,137228000,40600000,27,Japan,2018-06-14T17:33:03.000Z,2019-05-09,40600000,6.3,C,Low,a001H00000k7FmxQAE,2017-07-09,-9800000,3,Project 409,GVSC,Received,Air,,83,,Design,2021-07-01T18:40:47.000Z
a011H00000W6nEqQAJ,0031H00001rEkvlQAC,Mechanical Engineer,Civilian,DONALD,0031H00001rEkvlQAC,ABRAMS,DONALD ABRAMS,11,15,WS,MATERIALS HANDLER SUPERVISOR,a001H00000k7FmyQAE,4,true,73100000,95030000,123539000,36550000,69,UAE,2018-06-14T17:33:03.000Z,2020-04-18,14620000,6.2,B,Low,a001H00000k7FmyQAE,2017-02-15,1300000,2,Project 410,AC,Received,Basic Research,21930000,99,,Design,2021-07-05T16:57:16.000Z
a011H00000W6nErQAJ,0031H00001rEkvmQAC,Chemist,Civilian,VANTIZE,0031H00001rEkvmQAC,ADKINS,VANTIZE ADKINS,12,05,WG,MAT EXAMINER AND IDENTIFIER (FLO),a001H00000k7FmzQAE,2,false,97200000,126360000,164268000,9720000,64,South Korea,2018-06-14T17:33:03.000Z,2020-01-16,48600000,6.3,C,Low,a001H00000k7FmzQAE,2017-07-30,-46100000,1,Project 411,GVSC,New,Soldier/Squad,38880000,63,,Not Started,2021-07-01T18:40:47.000Z
a011H00000W6nEsQAJ,0031H00001rEkvnQAC,Mechanical Engineer,Civilian,LEWIS,0031H00001rEkvnQAC,ADKINS,LEWIS ADKINS,13,10,GS,SUPERVISORY SUBSISTENCE BUSINESS SPECIALIST,a001H00000k7Fn0QAE,2,false,65300000,84890000,110357000,45710000,62,Qatar,2018-06-14T17:33:03.000Z,2020-03-12,13060000,6.2,A,Low,a001H00000k7Fn0QAE,2017-01-13,-47100000,3,Project 412,SC,Quote Provided,Ground Maneuver,6530000,72,,Development,2021-07-05T16:57:16.000Z
a011H00000W6nEtQAJ,0031H00001rEkvoQAC,Computer Engineer,Civilian,RENE,0031H00001rEkvoQAC,ADKINS,RENE ADKINS,12,15,GS,ENVIRONMENTAL PROTECTION ASSISTANT (OA),a001H00000k7Fn1QAE,1,false,40900000,53170000,69121000,8180000,68,Germany,2018-06-14T17:33:03.000Z,2020-03-12,12270000,6.4,C,Low,a001H00000k7Fn1QAE,2017-12-31,-22100000,1,Project 413,GVSC,Received,Soldier/Squad,20450000,79,,Design,2021-07-01T18:40:47.000Z
